CASENUMBER,TYPEOFBUSINESS,TYPEOFCOMPLAINT,OPENDATE,CLOSEDATE,OUTCOME,LONGITUDE,LATITUDE
2021 004137-CC,Apartment Common Area,Face Covering Non-Compliance - Business,1/12/2021,1/19/2021,No Violation(s) Found/Inspection Performed,-97.74851681,30.28662656
2021 004090-CC,Other (Describe in Comments),Social Distancing,1/12/2021,1/12/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 004076-CC,Restaurant,Face Covering Non-Compliance - Business,1/12/2021,1/12/2021,No Violation(s) Found/Inspection Performed,-97.69035066,30.35987625
2021 003966-CC,Other (Describe in Comments),Face Covering,1/12/2021,1/12/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 003921-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/12/2021,1/12/2021,No Violation(s) Found/Inspection Performed,-97.84789024,30.38990538
2021 003846-CC,Restaurant,Over Occupancy,1/12/2021,1/12/2021,Referred to Appropriate Agency,-88.448709,24.923983
2021 003839-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/11/2021,1/12/2021,Closed/Duplicate Case,-97.80736856,30.33531967
2021 003836-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/11/2021,1/12/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 003832-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/11/2021,1/12/2021,No Violation(s) Found/Inspection Performed,-97.71495345,30.31962325
2021 003830-CC,Restaurant,Face Covering,1/11/2021,1/12/2021,No Violation(s) Found/Inspection Performed,-97.8932171,30.37020812
2021 003828-CC,Apartment Common Area,Face Covering Non-Compliance - Business,1/11/2021,1/12/2021,No Violation(s) Found/Inspection Performed,-97.75093445,30.267752
2021 003826-CC,Other (Describe in Comments),Over Occupancy,1/11/2021,1/12/2021,No Violation(s) Found/Inspection Performed,-97.7538601,30.25934632
2021 003818-CC,Other (Describe in Comments),Social Distancing,1/11/2021,1/11/2021,No Violation(s) Found/Inspection Performed,-97.70402038,30.26769541
2021 003802-CC,Residential,Eviction,1/11/2021,1/20/2021,COVID-19/Education Provided,-97.74684386,30.22826838
2021 003750-CC,Other (Describe in Comments),Face Covering,1/11/2021,1/11/2021,No Violation(s) Found/Inspection Performed,-97.70583764,30.27034003
2021 003696-CC,Apartment Common Area,Social Distancing,1/11/2021,1/11/2021,No Violation(s) Found/Inspection Performed,-97.73917865,30.25680562
2021 003603-CC,Other (Describe in Comments),Social Distancing,1/11/2021,1/11/2021,No Violation(s) Found/Inspection Performed,-97.78012623,30.20825046
2021 003556-CC,Restaurant,Over Occupancy,1/11/2021,1/11/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 003555-CC,Restaurant,Over Occupancy,1/11/2021,1/11/2021,No Violation(s) Found/Inspection Performed,-97.8038176,30.46731925
2021 003554-CC,Apartment Common Area,Social Distancing,1/11/2021,1/11/2021,No Violation(s) Found/Inspection Performed,-97.80255861,30.17352388
2021 003553-CC,Restaurant,Face Covering Non-Compliance - Business,1/11/2021,1/11/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 003552-CC,Other (Describe in Comments),Over Occupancy,1/11/2021,1/11/2021,No Violation(s) Found/Inspection Performed,-97.76118069,30.42454943
2021 003550-CC,Restaurant,Over Occupancy,1/11/2021,1/11/2021,No Violation(s) Found/Inspection Performed,-97.74068463,30.26421507
2021 003548-CC,Residential,Over Occupancy,1/11/2021,1/11/2021,No Violation(s) Found/Inspection Performed,-97.76944764,30.21335609
2021 003545-CC,Other (Describe in Comments),Over Occupancy,1/11/2021,1/11/2021,No Violation(s) Found/Inspection Performed,-97.76547936,30.2413066
2021 003541-CC,Restaurant,Over Occupancy,1/11/2021,1/11/2021,No Violation(s) Found/Inspection Performed,-97.74811306,30.26978351
2021 003536-CC,Other (Describe in Comments),Over Occupancy,1/11/2021,1/11/2021,No Violation(s) Found/Inspection Performed,-97.73901973,30.25891742
2021 003533-CC,Other (Describe in Comments),Social Distancing,1/11/2021,1/11/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 003509-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/11/2021,1/11/2021,No Violation(s) Found/Inspection Performed,-97.72262074,30.23581692
2021 003460-CC,Other (Describe in Comments),Social Distancing,1/11/2021,1/11/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 003415-CC,Residential,Eviction,1/11/2021,1/12/2021,COVID-19/Education Provided,-97.65879279,30.38139633
2021 003388-CC,Residential,Eviction,1/11/2021,1/12/2021,COVID-19/Education Provided,-97.69041803,30.32998652
2021 003325-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/11/2021,1/11/2021,No Violation(s) Found/Inspection Performed,-97.73989739,30.30735003
2021 003273-CC,Other (Describe in Comments),Social Distancing,1/11/2021,1/11/2021,No Violation(s) Found/Inspection Performed,-97.72949483,30.30650137
2021 003240-CC,Restaurant,Over Occupancy,1/10/2021,1/11/2021,No Violation(s) Found/Inspection Performed,-97.74633642,30.26513491
2021 003230-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/10/2021,1/10/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 003228-CC,Restaurant,Over Occupancy,1/10/2021,1/10/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 003227-CC,Restaurant,Over Occupancy,1/10/2021,1/10/2021,No Violation(s) Found/Inspection Performed,-97.74068463,30.26421507
2021 003226-CC,Restaurant,Face Covering Non-Compliance - Business,1/10/2021,1/10/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 003225-CC,Other (Describe in Comments),Over Occupancy,1/10/2021,1/10/2021,Referred to Appropriate Agency,-97.76118069,30.42454943
2021 003224-CC,Restaurant,Over Occupancy,1/10/2021,1/10/2021,No Violation(s) Found/Inspection Performed,-97.8038176,30.46731925
2021 003223-CC,Apartment Common Area,Social Distancing,1/10/2021,1/10/2021,Referred to Appropriate Agency,-97.80255861,30.17352388
2021 003222-CC,Apartment Common Area,Over Occupancy,1/10/2021,1/10/2021,Referred to Appropriate Agency,-97.76944764,30.21335609
2021 003219-CC,Other (Describe in Comments),Over Occupancy,1/10/2021,1/10/2021,Referred to Appropriate Agency,-97.76547936,30.2413066
2021 003217-CC,Restaurant,Over Occupancy,1/10/2021,1/10/2021,No Violation(s) Found/Inspection Performed,-97.74811306,30.26978351
2021 003215-CC,Other (Describe in Comments),Over Occupancy,1/10/2021,1/10/2021,No Violation(s) Found/Inspection Performed,-97.73901973,30.25891742
2021 003208-CC,Other (Describe in Comments),Social Distancing,1/10/2021,1/10/2021,Referred to Appropriate Agency,-88.448709,24.923983
2021 003200-CC,Other (Describe in Comments),Face Covering,1/10/2021,1/10/2021,No Violation(s) Found/Inspection Performed,-97.61932485,30.38840263
2021 003185-CC,Residential,Eviction,1/10/2021,1/12/2021,COVID-19/Education Provided,-97.68909203,30.32573507
2021 003181-CC,Other (Describe in Comments),Over Occupancy,1/10/2021,1/10/2021,No Violation(s) Found/Inspection Performed,-97.74506626,30.26640678
2021 003179-CC,Other (Describe in Comments),Face Covering,1/10/2021,1/10/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 003172-CC,Restaurant,Face Covering,1/9/2021,1/10/2021,Closed/Duplicate Case,-97.71343366,30.34491225
2021 003171-CC,Restaurant,Social Distancing,1/9/2021,1/10/2021,No Violation(s) Found/Inspection Performed,-97.71402423,30.344044
2021 003142-CC,Other (Describe in Comments),Over Occupancy,1/9/2021,1/9/2021,No Violation(s) Found/Inspection Performed,-97.72335197,30.24959497
2021 003141-CC,Other (Describe in Comments),Social Distancing,1/9/2021,1/9/2021,Closed/Duplicate Case,-97.72483125,30.2496443
2021 003139-CC,Other (Describe in Comments),Social Distancing,1/9/2021,1/9/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 003137-CC,Other (Describe in Comments),Social Distancing,1/9/2021,1/10/2021,Cancelled,-97.82205477,30.27792896
2021 003136-CC,Residential,Eviction,1/9/2021,1/12/2021,COVID-19/Education Provided,-97.69717126,30.33147048
2021 003133-CC,Residential,Eviction,1/9/2021,1/13/2021,COVID-19/Education Provided,-97.77472351,30.20836661
2021 003128-CC,Other (Describe in Comments),Social Distancing,1/9/2021,1/9/2021,Referred to Appropriate Agency,-88.448709,24.923983
2021 003125-CC,Other (Describe in Comments),Social Distancing,1/9/2021,1/9/2021,Referred to Appropriate Agency,-97.72829827,30.25013891
2021 003124-CC,Other (Describe in Comments),Face Covering,1/9/2021,1/9/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 003123-CC,Other (Describe in Comments),Over Occupancy,1/9/2021,1/9/2021,Closed/Duplicate Case,-97.72483125,30.2496443
2021 003122-CC,Other (Describe in Comments),Social Distancing,1/9/2021,1/9/2021,Closed/Duplicate Case,-88.448709,24.923983
2021 003121-CC,Other (Describe in Comments),Social Distancing,1/9/2021,1/9/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 003120-CC,Other (Describe in Comments),Social Distancing,1/9/2021,1/9/2021,Referred to Appropriate Agency,-88.448709,24.923983
2021 003118-CC,Other (Describe in Comments),Over Occupancy,1/9/2021,1/9/2021,Referred to Appropriate Agency,-97.72157972,30.28238935
2021 003115-CC,Other (Describe in Comments),Social Distancing,1/9/2021,1/9/2021,Closed/Duplicate Case,-97.72483125,30.2496443
2021 003114-CC,Other (Describe in Comments),Social Distancing,1/9/2021,1/9/2021,Closed/Duplicate Case,-97.72483125,30.2496443
2021 003113-CC,Restaurant,Social Distancing,1/9/2021,1/9/2021,No Violation(s) Found/Inspection Performed,-97.74516923,30.26698475
2021 003112-CC,Other (Describe in Comments),Social Distancing,1/9/2021,1/9/2021,No Violation(s) Found/Inspection Performed,-97.82564696,30.17542446
2021 003111-CC,Other (Describe in Comments),Over Occupancy,1/9/2021,1/9/2021,Cancelled,-97.73863184,30.26198655
2021 003108-CC,Other (Describe in Comments),Social Distancing,1/9/2021,1/9/2021,No Violation(s) Found/Inspection Performed,-97.72483125,30.2496443
2021 003106-CC,Schools,Face Covering Non-Compliance - Business,1/9/2021,1/9/2021,No Violation(s) Found/Inspection Performed,-97.80366911,30.20973952
2021 003098-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/9/2021,1/9/2021,No Violation(s) Found/Inspection Performed,-97.7675698,30.45648984
2021 003095-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/9/2021,1/9/2021,No Violation(s) Found/Inspection Performed,-97.74516923,30.26698475
2021 003086-CC,Other (Describe in Comments),Over Occupancy,1/8/2021,1/9/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 003085-CC,Other (Describe in Comments),Social Distancing,1/8/2021,1/9/2021,No Violation(s) Found/Inspection Performed,-97.75215046,30.26197828
2021 003081-CC,Restaurant,Face Covering Non-Compliance - Business,1/8/2021,1/9/2021,No Violation(s) Found/Inspection Performed,-97.77925978,30.24513234
2021 003077-CC,Other (Describe in Comments),Social Distancing,1/8/2021,1/8/2021,No Violation(s) Found/Inspection Performed,-97.74495682,30.26701897
2021 003071-CC,Other (Describe in Comments),Face Covering,1/8/2021,1/9/2021,No Violation(s) Found/Inspection Performed,-97.77003531,30.21411525
2021 003065-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/8/2021,1/8/2021,No Violation(s) Found/Inspection Performed,-97.71926121,30.316573
2021 003061-CC,Other (Describe in Comments),Social Distancing,1/8/2021,1/9/2021,No Violation(s) Found/Inspection Performed,-97.7139877,30.28492425
2021 003058-CC,Other (Describe in Comments),Face Covering,1/8/2021,1/8/2021,No Violation(s) Found/Inspection Performed,-97.76025548,30.22683893
2021 003052-CC,Other (Describe in Comments),Face Covering,1/8/2021,1/8/2021,No Violation(s) Found/Inspection Performed,-97.77308321,30.19211278
2021 002938-CC,Residential,Eviction,1/8/2021,1/11/2021,COVID-19/Education Provided,-97.6719519,30.27877624
2021 002926-CC,Restaurant,Social Distancing,1/8/2021,1/8/2021,No Violation(s) Found/Inspection Performed,-97.7401602,30.3105589
2021 002916-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/8/2021,1/8/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 002880-CC,Other (Describe in Comments),Face Covering,1/8/2021,1/8/2021,No Violation(s) Found/Inspection Performed,-97.80018253,30.27280861
2021 002835-CC,Other (Describe in Comments),Face Covering,1/8/2021,1/8/2021,No Violation(s) Found/Inspection Performed,-97.75391634,30.2697822
2021 002623-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/8/2021,1/8/2021,Referred to Appropriate Agency,-88.448709,24.923983
2021 002596-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/8/2021,1/8/2021,No Violation(s) Found/Inspection Performed,-97.68898653,30.41186072
2021 002501-CC,Other (Describe in Comments),Social Distancing,1/7/2021,1/11/2021,No Violation(s) Found/Inspection Performed,-97.75093478,30.26196756
2021 002492-CC,Other (Describe in Comments),Face Covering,1/7/2021,1/8/2021,No Violation(s) Found/Inspection Performed,-97.78837311,30.24380971
2021 002478-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/7/2021,1/8/2021,No Violation(s) Found/Inspection Performed,-97.76159559,30.26451017
2021 002473-CC,Other (Describe in Comments),Social Distancing,1/7/2021,1/8/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 002469-CC,Other (Describe in Comments),Social Distancing,1/7/2021,1/8/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 002465-CC,Other (Describe in Comments),Over Occupancy,1/7/2021,1/8/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 002413-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/7/2021,1/7/2021,No Violation(s) Found/Inspection Performed,-97.68996285,30.37454704
2021 002401-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/7/2021,1/8/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 002361-CC,Other (Describe in Comments),Face Covering,1/7/2021,1/7/2021,No Violation(s) Found/Inspection Performed,-97.76785836,30.22013835
2021 002311-CC,Other (Describe in Comments),Over Occupancy,1/7/2021,1/7/2021,No Violation(s) Found/Inspection Performed,-97.81763138,30.45051183
2021 002308-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/7/2021,1/7/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 002290-CC,Restaurant,Social Distancing,1/7/2021,1/7/2021,No Violation(s) Found/Inspection Performed,-97.69560219,30.36679686
2021 002279-CC,Restaurant,Over Occupancy,1/7/2021,1/7/2021,No Violation(s) Found/Inspection Performed,-97.76159559,30.26451017
2021 002277-CC,Other (Describe in Comments),Face Covering,1/7/2021,1/7/2021,Referred to Appropriate Agency,-88.448709,24.923983
2021 002206-CC,Residential,Eviction,1/7/2021,1/12/2021,COVID-19/Education Provided,-97.73803083,30.22908377
2021 002152-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/7/2021,1/7/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 002132-CC,Other (Describe in Comments),Face Covering,1/7/2021,1/7/2021,Referred to Appropriate Agency,-97.96661535,30.21198559
2021 002085-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/7/2021,1/7/2021,No Violation(s) Found/Inspection Performed,-97.71461656,30.3141355
2021 002011-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/7/2021,1/7/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 001972-CC,Other (Describe in Comments),Over Occupancy,1/7/2021,1/7/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 001938-CC,Other (Describe in Comments),Face Covering,1/6/2021,1/7/2021,No Violation(s) Found/Inspection Performed,-97.77003531,30.21411525
2021 001935-CC,Other (Describe in Comments),Social Distancing,1/6/2021,1/9/2021,No Violation(s) Found/Inspection Performed,-97.75215046,30.26197828
2021 001927-CC,Other (Describe in Comments),Face Covering,1/6/2021,1/7/2021,No Violation(s) Found/Inspection Performed,-97.71926121,30.316573
2021 001923-CC,Restaurant,Over Occupancy,1/6/2021,1/7/2021,No Violation(s) Found/Inspection Performed,-97.8012799,30.23027824
2021 001920-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,1/6/2021,1/7/2021,No Violation(s) Found/Inspection Performed,-97.66137006,30.33730011
2021 001913-CC,Other (Describe in Comments),Face Covering,1/6/2021,1/7/2021,No Violation(s) Found/Inspection Performed,-97.72244512,30.38657989
